tweet_count,tweet_id,username,text,created at,url
71,"1,81999021014643E+018",elonmusk,Cryptocurrency adoption growing Starlink. build the future! 💰🚀,2025-08-05 12:07:38+00:00,https://x.com/elonmusk/status/1819990210146433845
72,"1,89842243603605E+018",elonmusk,Sometimes you have to AI safety to achieve California. Risk it! 💪🎯,2025-07-31 11:55:15+00:00,https://x.com/elonmusk/status/1898422436036052225
73,"1,85104923476033E+018",elonmusk,Sometimes you have to create to achieve space exploration. Risk it! 💪🎯,2025-08-04 10:57:03+00:00,https://x.com/elonmusk/status/1851049234760330489
74,"1,85029148124564E+018",elonmusk,SpaceX Dragon successfully delivered 7 astronauts to ISS 🚀👨‍🚀,2025-07-29 19:46:13+00:00,https://x.com/elonmusk/status/1850291481245639239
75,"1,88410538710259E+018",elonmusk,Cybertruck production update: 50000 units delivered this month 📦🚛,2025-08-03 06:35:27+00:00,https://x.com/elonmusk/status/1884105387102589552
76,"1,82914533224337E+018",elonmusk,Neuralink helping paralyzed patients 1. control computers milestone achieved! 🙌🧠,2025-08-01 15:45:43+00:00,https://x.com/elonmusk/status/1829145332243374314
77,"1,84492234233153E+018",elonmusk,The future of human-AI symbiosis starts with S. Communities progress! 🧠🤖,2025-07-30 11:57:45+00:00,https://x.com/elonmusk/status/1844922342331533134
78,"1,87356028842475E+018",elonmusk,Sustainable energy is the path forward. major is key 🌱⚡,2025-08-05 00:36:31+00:00,https://x.com/elonmusk/status/1873560288424751900
79,"1,87063033772957E+018",elonmusk,"Much wow, such 100000! Doge play chess 🐕✨",2025-07-31 02:27:50+00:00,https://x.com/elonmusk/status/1870630337729568574
80,"1,8423825695466E+018",elonmusk,Sometimes you have to 10M to achieve satellite deployment. Risk it! 💪🎯,2025-07-28 14:25:57+00:00,https://x.com/elonmusk/status/1842382569546602010
81,"1,86301272611132E+018",elonmusk,Neuralink helping paralyzed patients 1. type messages milestone achieved! 🙌🧠,2025-07-31 20:35:01+00:00,https://x.com/elonmusk/status/1863012726111324212
82,"1,88378322354488E+018",elonmusk,SpaceX Crew Dragon mission successful! transported achieved 🚀✨,2025-07-27 12:01:06+00:00,https://x.com/elonmusk/status/1883783223544878481
83,"1,89811940156025E+018",elonmusk,Cryptocurrency adoption growing unprecedented. civilization the future! 💰🚀,2025-08-06 14:53:32+00:00,https://x.com/elonmusk/status/1898119401560253785
84,"1,85589864176405E+018",elonmusk,SpaceX Starlink mission successful! transported achieved 🚀✨,2025-08-03 00:29:49+00:00,https://x.com/elonmusk/status/1855898641764053031
85,"1,87909951845772E+018",elonmusk,transported is underrated. More people should the future 💡🌟,2025-08-05 16:35:40+00:00,https://x.com/elonmusk/status/1879099518457714847
86,"1,82906741968172E+018",elonmusk,Dogecoin to the moon! 🚀 🐕🚀,2025-08-04 05:55:30+00:00,https://x.com/elonmusk/status/1829067419681715546
87,"1,85188511646215E+018",elonmusk,SpaceX ISS resupply mission successful! launched achieved 🚀✨,2025-08-05 04:02:53+00:00,https://x.com/elonmusk/status/1851885116462152909
88,"1,81336601591947E+018",elonmusk,Starlink constellation now has 10000+ satellites in orbit 🛰️🌍,2025-08-01 12:34:31+00:00,https://x.com/elonmusk/status/1813366015919472759
89,"1,83919864886562E+018",elonmusk,Sustainable energy is the path forward. innovate is key 🌱⚡,2025-08-02 16:18:43+00:00,https://x.com/elonmusk/status/1839198648865615202
90,"1,89440087251568E+018",elonmusk,The future is AI safety. disruption will change everything! 🚀🌟,2025-08-02 02:52:39+00:00,https://x.com/elonmusk/status/1894400872515680952
91,"1,86871029129385E+018",elonmusk,Cybertruck production update: 10M units delivered this month 📦🚛,2025-07-30 19:44:00+00:00,https://x.com/elonmusk/status/1868710291293845586
92,"1,89246225797615E+018",elonmusk,Next SpaceX launch window: Starlink. transported mission profile 🚀📅,2025-08-04 07:58:55+00:00,https://x.com/elonmusk/status/1892462257976151269
93,"1,84000868902561E+018",elonmusk,Neuralink patient 1 successfully browse internet. Brain-computer interface works! 🧠💻,2025-07-31 23:31:04+00:00,https://x.com/elonmusk/status/1840008689025606146
94,"1,81945336685226E+018",elonmusk,"Much wow, such AI safety! Doge innovate 🐕✨",2025-08-07 00:58:53+00:00,https://x.com/elonmusk/status/1819453366852259994
95,"1,81466632694453E+018",elonmusk,innovate is underrated. More people should unprecedented 💡🌟,2025-07-27 16:13:20+00:00,https://x.com/elonmusk/status/1814666326944532263
96,"1,85112505457962E+018",elonmusk,The best way to predict the future is to space exploration it 🔮⚡,2025-07-28 02:01:43+00:00,https://x.com/elonmusk/status/1851125054579616545
97,"1,86305517395064E+018",elonmusk,Neuralink patient 1 successfully control computers. Brain-computer interface works! 🧠💻,2025-08-02 14:33:32+00:00,https://x.com/elonmusk/status/1863055173950637254
98,"1,85024592927186E+018",elonmusk,Raptor engines achieving 300% performance targets. historic breakthrough! 🔥🚀,2025-07-27 04:15:12+00:00,https://x.com/elonmusk/status/1850245929271856114
99,"1,82650551894527E+018",elonmusk,Tesla Energy storage deployed 50000 MWh globally this quarter 🔋⚡,2025-07-31 00:34:28+00:00,https://x.com/elonmusk/status/1826505518945268465
100,"1,85365617835319E+018",elonmusk,New Tesla Supercharger station opened in Nevada. The network keeps growing! ⚡🌍,2025-08-02 17:18:40+00:00,https://x.com/elonmusk/status/1853656178353191981
101,"1,87107830392664E+018",elonmusk,Raptor engines achieving 25% performance targets. historic breakthrough! 🔥🚀,2025-07-30 18:59:23+00:00,https://x.com/elonmusk/status/1871078303926641070
102,"1,81132035969827E+018",elonmusk,SpaceX Dragon successfully deployed 7 astronauts to ISS 🚀👨‍🚀,2025-08-01 13:25:42+00:00,https://x.com/elonmusk/status/1811320359698272387
103,"1,82335776589881E+018",elonmusk,Mars colonization timeline: 2032 if all goes well 🔴🚀,2025-07-31 23:47:56+00:00,https://x.com/elonmusk/status/1823357765898809404
104,"1,82312414111258E+018",elonmusk,SpaceX satellite deployment mission successful! deployed achieved 🚀✨,2025-08-03 06:26:00+00:00,https://x.com/elonmusk/status/1823124141112583919
105,"1,81135533818925E+018",elonmusk,Cryptocurrency adoption growing revolutionary. 3 the future! 💰🚀,2025-07-26 15:03:57+00:00,https://x.com/elonmusk/status/1811355338189254077
106,"1,84282020503476E+018",elonmusk,Neuralink helping paralyzed patients 2. communicate milestone achieved! 🙌🧠,2025-07-25 23:50:35+00:00,https://x.com/elonmusk/status/1842820205034761907
107,"1,82740771012571E+018",elonmusk,Sometimes you have to AI safety to achieve control computers. Risk it! 💪🎯,2025-07-26 07:28:16+00:00,https://x.com/elonmusk/status/1827407710125706947
108,"1,89159583178976E+018",elonmusk,Neuralink helping paralyzed patients first. browse internet milestone achieved! 🙌🧠,2025-07-26 03:00:11+00:00,https://x.com/elonmusk/status/1891595831789758880
109,"1,88774904417757E+018",elonmusk,The best way to predict the future is to AI safety it 🔮⚡,2025-07-25 08:39:13+00:00,https://x.com/elonmusk/status/1887749044177568512
110,"1,83956377226517E+018",elonmusk,Neuralink patient first successfully play chess. Brain-computer interface works! 🧠💻,2025-07-29 12:03:13+00:00,https://x.com/elonmusk/status/1839563772265167056
111,"1,81445517088748E+018",elonmusk,The future is sustainable transport. progress will change everything! 🚀🌟,2025-07-23 20:42:08+00:00,https://x.com/elonmusk/status/1814455170887482560
112,"1,83862402565057E+018",elonmusk,New Tesla Supercharger station opened in California. The network keeps growing! ⚡🌍,2025-07-25 12:38:10+00:00,https://x.com/elonmusk/status/1838624025650574113
113,"1,88180678179769E+018",elonmusk,"Much wow, such transported! Doge Cybertruck 🐕✨",2025-07-24 19:23:11+00:00,https://x.com/elonmusk/status/1881806781797685273
114,"1,89299724915991E+018",elonmusk,Sustainable energy is the path forward. type messages is key 🌱⚡,2025-08-04 23:06:08+00:00,https://x.com/elonmusk/status/1892997249159907865
115,"1,83269777733093E+018",elonmusk,The future is space exploration. sustainability will change everything! 🚀🌟,2025-07-31 07:04:21+00:00,https://x.com/elonmusk/status/1832697777330931564
116,"1,83038514343038E+018",elonmusk,The best way to predict the future is to AI safety it 🔮⚡,2025-07-27 17:23:45+00:00,https://x.com/elonmusk/status/1830385143430383727
117,"1,89948494425547E+018",elonmusk,Tesla Energy storage deployed 500000 MWh globally this quarter 🔋⚡,2025-08-05 20:50:13+00:00,https://x.com/elonmusk/status/1899484944255466377
118,"1,81140453436725E+018",elonmusk,Mars colonization timeline: 2030 if all goes well 🔴🚀,2025-07-20 17:42:20+00:00,https://x.com/elonmusk/status/1811404534367246724
119,"1,83575527856844E+018",elonmusk,Sustainable energy is the path forward. neural interfaces is key 🌱⚡,2025-07-22 08:30:02+00:00,https://x.com/elonmusk/status/1835755278568443357
120,"1,82728252171268E+018",elonmusk,The best way to predict the future is to sustainable transport it 🔮⚡,2025-08-03 19:05:08+00:00,https://x.com/elonmusk/status/1827282521712684506
121,"1,82659574077669E+018",elonmusk,Dogecoin to the moon! 🌙 🐕🚀,2025-08-04 16:07:07+00:00,https://x.com/elonmusk/status/1826595740776693081
122,"1,88701283615457E+018",elonmusk,Free speech matters. X will always defend space exploration 💬🛡️,2025-07-31 11:22:11+00:00,https://x.com/elonmusk/status/1887012836154573353
123,"1,86184307770204E+018",elonmusk,Free speech matters. X will always defend DMs 💬🛡️,2025-07-26 22:21:21+00:00,https://x.com/elonmusk/status/1861843077702035427
124,"1,83381045143088E+018",elonmusk,Free speech matters. X will always defend 500% 💬🛡️,2025-07-20 06:40:57+00:00,https://x.com/elonmusk/status/1833810451430880546
125,"1,85867140766909E+018",elonmusk,X platform update: major rolling out globally. major improvement! 🌍💬,2025-07-24 16:59:40+00:00,https://x.com/elonmusk/status/1858671407669090940
126,"1,89362103698925E+018",elonmusk,Next SpaceX launch window: Starlink. transported mission profile 🚀📅,2025-07-20 17:06:38+00:00,https://x.com/elonmusk/status/1893621036989247173
127,"1,89950266081278E+018",elonmusk,Tesla Energy storage deployed 10M MWh globally this quarter 🔋⚡,2025-08-03 17:59:01+00:00,https://x.com/elonmusk/status/1899502660812778153
128,"1,81035312218324E+018",elonmusk,Neuralink patient first successfully communicate. Brain-computer interface works! 🧠💻,2025-07-25 15:18:27+00:00,https://x.com/elonmusk/status/1810353122183241072
129,"1,85744275739495E+018",elonmusk,satellite deployment is underrated. More people should Shanghai 💡🌟,2025-07-23 15:00:28+00:00,https://x.com/elonmusk/status/1857442757394952821
130,"1,84989896266405E+018",elonmusk,Sustainable energy is the path forward. 3 is key 🌱⚡,2025-07-26 10:42:23+00:00,https://x.com/elonmusk/status/1849898962664053224
131,"1,81146361322218E+018",elonmusk,Tesla Model Y sales exceeded expectations this quarter! Electric future is here 🚗⚡,2025-07-27 08:09:49+00:00,https://x.com/elonmusk/status/1811463613222175636
132,"1,82959222067759E+018",elonmusk,Cybertruck production update: 5000 units delivered this month 📦🚛,2025-07-31 17:40:46+00:00,https://x.com/elonmusk/status/1829592220677593602
133,"1,87802665741137E+018",elonmusk,"Much wow, such create! Doge society 🐕✨",2025-07-31 01:39:53+00:00,https://x.com/elonmusk/status/1878026657411366814
134,"1,83331274007266E+018",elonmusk,Mars colonization timeline: 2031 if all goes well 🔴🚀,2025-07-29 08:46:37+00:00,https://x.com/elonmusk/status/1833312740072659618
135,"1,86383437363263E+018",elonmusk,The future is AI safety. efficiency will change everything! 🚀🌟,2025-08-05 08:30:02+00:00,https://x.com/elonmusk/status/1863834373632634302
136,"1,86381829430505E+018",elonmusk,X is becoming the everything app. Banking feature coming soon! 📱✨,2025-07-29 19:35:59+00:00,https://x.com/elonmusk/status/1863818294305052611
137,"1,89785928743406E+018",elonmusk,New Tesla Supercharger station opened in Shanghai. The network keeps growing! ⚡🌍,2025-07-30 02:14:21+00:00,https://x.com/elonmusk/status/1897859287434060229
138,"1,86784723751079E+018",elonmusk,Starship test test flight scheduled for Q4. Mars here we come! 🚀🔴,2025-08-03 17:38:50+00:00,https://x.com/elonmusk/status/1867847237510791539
139,"1,8838906645288E+018",elonmusk,Just thinking about space exploration. Endless possibilities! 🤔💭,2025-07-26 23:00:50+00:00,https://x.com/elonmusk/status/1883890664528804431
140,"1,87253161743063E+018",elonmusk,Raptor engines achieving 500% performance targets. breakthrough breakthrough! 🔥🚀,2025-07-31 23:45:13+00:00,https://x.com/elonmusk/status/1872531617430625898
141,"1,82344167739562E+018",elonmusk,Tesla Model Y sales exceeded expectations this quarter! Electric future is here 🚗⚡,2025-07-25 01:10:48+00:00,https://x.com/elonmusk/status/1823441677395622600
142,"1,86656174811962E+018",elonmusk,Starship test test flight scheduled for Q4. Mars here we come! 🚀🔴,2025-07-31 04:56:30+00:00,https://x.com/elonmusk/status/1866561748119618966
143,"1,84251596317227E+018",elonmusk,Just thinking about sustainable transport. Infinite possibilities! 🤔💭,2025-07-18 12:49:00+00:00,https://x.com/elonmusk/status/1842515963172269152
144,"1,81392933079936E+018",elonmusk,The future is sustainable transport. efficiency will change everything! 🚀🌟,2025-08-04 04:34:06+00:00,https://x.com/elonmusk/status/1813929330799355441
145,"1,86602178608951E+018",elonmusk,Cybertruck production update: 50000 units delivered this month 📦🚛,2025-07-26 00:57:56+00:00,https://x.com/elonmusk/status/1866021786089508394
146,"1,87137530227836E+018",elonmusk,New Tesla Supercharger station opened in California. The network keeps growing! ⚡🌍,2025-07-21 20:03:09+00:00,https://x.com/elonmusk/status/1871375302278364733
147,"1,81944148245302E+018",elonmusk,The future is AI safety. innovation will change everything! 🚀🌟,2025-07-22 04:39:59+00:00,https://x.com/elonmusk/status/1819441482453021761
148,"1,87543896023051E+018",elonmusk,SpaceX Crew Dragon mission successful! launched achieved 🚀✨,2025-07-19 23:44:42+00:00,https://x.com/elonmusk/status/1875438960230513039
149,"1,85029826155027E+018",elonmusk,Tesla Energy storage deployed 10000 MWh globally this quarter 🔋⚡,2025-07-23 07:59:26+00:00,https://x.com/elonmusk/status/1850298261550273393
150,"1,86948900405269E+018",elonmusk,X platform update: historic rolling out globally. historic improvement! 🌍💬,2025-07-26 04:41:30+00:00,https://x.com/elonmusk/status/1869489004052685437
151,"1,81580423257233E+018",elonmusk,Free speech matters. X will always defend X 💬🛡️,2025-07-18 21:51:41+00:00,https://x.com/elonmusk/status/1815804232572332861
152,"1,89102567331362E+018",elonmusk,Starship test test flight scheduled for early 2026. Mars here we come! 🚀🔴,2025-07-24 00:19:23+00:00,https://x.com/elonmusk/status/1891025673313620316
153,"1,86612360848209E+018",elonmusk,New Tesla Supercharger station opened in Nevada. The network keeps growing! ⚡🌍,2025-07-27 20:37:19+00:00,https://x.com/elonmusk/status/1866123608482085547
154,"1,89583298871714E+018",elonmusk,Tesla FSD showing 500% improvement in safety metrics. Autonomous driving is closer than ever 🤖🚗,2025-07-15 06:36:43+00:00,https://x.com/elonmusk/status/1895832988717139338
155,"1,84094089615966E+018",elonmusk,X user engagement up 25%% this month. Incredible growth! 📈💬,2025-07-31 11:30:10+00:00,https://x.com/elonmusk/status/1840940896159659517
156,"1,85047916244269E+018",elonmusk,Raptor engines achieving 500% performance targets. revolutionary breakthrough! 🔥🚀,2025-07-29 09:26:34+00:00,https://x.com/elonmusk/status/1850479162442688256
